index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote
f84d05efbbdf90e33326531db8cc25d0,2025-09-23T09:36:37Z,'Temperatursturz',www.bild.de,de,0,Nass und kalt - So startet Deutschland in den Herbst,"Plötzlicher Temperatursturz! Nach einem Sonnen-Wochenende zieht der Herbst mit Regen, Wind und frischer Kälte ein.",https://www.bild.de/news/inland/wetter-nass-und-kalt-startet-deutschland-in-den-herbst-68d0e9654a958e24fe6bd89c,"https://images.bild.de/68d0e9654a958e24fe6bd89c/a7a8983125c78451e7914757015bd5a3,5aff3cca?w=1280",,"Mehr zum Video anzeigen 
Plötzlicher Temperatursturz! Nach einem Sonnen-Wochenende zieht der Herbst mit Regen, Wind und frischer Kälte ein. Die Temperaturen fallen um bis zu 15 Grad Zeit für warme J… [+62 chars]",
8a65eeca9d8fce017777b69511b67b50,2025-09-23T17:02:16Z,'Temperatursturz',www.bild.de,de,0,"Wetter bringt Wechselbad - Erst Regen, dann Spätsommer-Hoffnung","Regen, Wolken und kühle Temperaturen. Doch zum Wochenende machen Wetterexperten Hoffnung.",https://www.bild.de/news/wetter/wetter-bringt-starkregen-mit-100-liter-aenderung-erst-ende-der-woche-68d0fb686199625f8c0f8f0b,"https://images.bild.de/68d0fb686199625f8c0f8f0b/fc5d1991d2646728d8179c1865cc694d,ef559e5c?w=1280",,"Jetzt knallt der Herbst voll rein: Regen, Wolken und kühle Temperaturen. Das Wetter in dieser Woche ist zunächst ruppig. Doch es gibt Hoffnung.
Der Temperatursturz vom vergangenen Sommerwochenende m… [+2227 chars]",
8a513ad01705fc766c13640207b7a463,2025-09-28T13:20:15Z,'Frost',www.bild.de,de,0,Schocktober! - Ab Mittwoch kommen Frost und Schnee,"Erste Schneeflocken in den Alpen. Bodenfrost ab Mittwoch in Deutschland erwartet, Nächte werden kälter.",https://www.bild.de/news/wetter/winterliches-wetter-ab-mittwoch-kommen-frost-und-schnee-68d8f71c0ce4b25e2dca2980,"https://images.bild.de/68d8f71c0ce4b25e2dca2980/2cdd71bcc1a70ff6ec9b26c0f38ac888,a85d34ef?w=1280",,"München Der 1. Schnee in den Alpen ist da und auch bei uns stehen nächste Woche nach zunächst sonnigem Herbstwetter die Zeichen zunehmend auf Kälte, vor allem nachts. 
Sogar erste Schneeflocken sind… [+2439 chars]",
fb254d0ba6c039cac7b73592ecd2ee12,2025-09-29T13:25:35Z,'Frost',www.bild.de,de,0,"Brrr, ist das Herbst! - Boden-Frost Alarm! Wo wird's wie kalt?","Ein Tief bringt kaltes Wetter und Sonnenschein, Bodenfrost droht in vielen Regionen.",https://www.bild.de/news/wetter/kaltluft-pfeift-durch-europa-boden-frost-alarm-wo-wirds-wie-kalt-68da1ac57a0d4c499e8bba0b,"https://images.bild.de/68da1ac57a0d4c499e8bba0b/d7719fd09a4f06d6249f85f1e0ea8c13,f2a4c699?w=1280",,"Jetzt ist es Herbst! Die Temperaturen rauschen im Kältekeller. Sogar Frost droht! Nach einem noch recht warmen Wochenende kommt ein Hoch zu uns. Kühles Wetter ist die Folge. Aber auch Sonnenschein.
… [+3014 chars]",
11267d0ddc223f3f439009435a92cacf,2025-09-29T14:11:24Z,'Glatteis',www.bild.de,de,0,Erster Bodenfrost in Bayern - Ist es etwa schon Zeit für die Winterreifen?,Der Deutsche Wetterdienst sagt Bodenfrost in Bayern voraus. ADAC empfiehlt jetzt den Reifenwechsel. Bußgelder bei Glätte möglich.,https://www.bild.de/leben-wissen/auto/sollte-ich-jetzt-schon-auf-winterreifen-wechseln-68da5d28de710a0a2d5f597c,"https://images.bild.de/68da5d28de710a0a2d5f597c/3653d222398b178511f9228a967cac0b,db7a87e3?w=1280",,"Um den TTS Player darzustellen, brauchen wir deine Zustimmung. 
 externen Inhalt aktivieren Um eingebettete Inhalte anzuzeigen, ist Ihre jederzeit widerrufliche Einwilligung (über den Schalter oder … [+2632 chars]",
2ab4c358a9ccc470974c8d80a6d260b8,2025-09-29T21:17:14Z,'Glatteis',www.n-tv.de,de,0,"""Ach, Sie simsen noch?"": Kandidatin führt Günther Jauch aufs Glatteis","Wer wagt, der gewinnt? In der ""Wer wird Millionär?""-Welt trifft das leider nicht immer zu. Drei Kandidatinnen müssen das leidvoll erfahren. Drei andere Rategäste hingegen machen im Safety-Modus alles richtig.",https://www.n-tv.de/leute/tv/Kandidatin-fuehrt-Guenther-Jauch-aufs-Glatteis-article26064001.html,https://www.n-tv.de/img/incoming/crop26063974/6991321409-cImg_16_9-w1200/Kandidatin-Julia-Zeiher-bekommt-nach-ihrem-enttauschenden-Auftritt-wenigsten-noch-ein-Autogramm-von-Gunther-Jauch.jpg,,"Wer wagt, der gewinnt? In der ""Wer wird Millionär?""-Welt trifft das leider nicht immer zu. Drei Kandidatinnen müssen das leidvoll erfahren. Drei andere Rategäste hingegen machen im Safety-Modus alles… [+4783 chars]",
e29395a59aefd16c5db2b3504abe539b,2025-09-30T04:59:00Z,'Frost',www.stern.de,de,0,Eisige Nächte: Auf dem Balkon und im Garten: So schützen Sie Pflanzen vor Frost,Die ersten kalten Nächte sind da. Für viele Pflanzen im Freien ist das eine schlechte Nachricht. Doch was tun? Fünf frostsichere Tipps für Kleingarten und Balkon.,https://www.stern.de/familie/frostschutz-fuer-pflanzen--wie-sensible-arten-der-kaelte-trotzen-34651836.html,https://image.stern.de/35144406/t/V_/v2/w1440/r1.7778/-/frostschutz-im-herbst-aufmacher-2024.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Die ersten kalten Nächte sind da. Für viele Pflanzen im Freien ist das eine schlechte Nachricht. Doch was tun? Fünf frostsichere Tipps für Kleing… [+4480 chars]",
0cc3a590bf694f79e7bfcb1f6bbbbc26,2025-09-30T05:15:22Z,'Frost',www.stern.de,de,0,"Wettervorhersage: Sonnige Tage, frostige Nächte in Berlin und Brandenburg",Berlin/Potsdam (bb) - In den nächsten Tagen erwartet die Hauptstadtregion ruhiges Herbstwetter mit viel Sonnenschein. In den Nächten kann es laut dem,https://www.stern.de/gesellschaft/regional/berlin-brandenburg/wettervorhersage--sonnige-tage--frostige-naechte-in-berlin-und-brandenburg-36091926.html,https://image.stern.de/36091928/t/AI/v1/w1440/r1.7778/-/30--34pkop4zuev18axs2048jpeg---5060c1c0bcc54499.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Tagsüber mild, nachts frostig: Der Deutsche Wetterdienst rechnet in Berlin und Brandenburg mit klaren Nächten und Temperaturen bis minus drei Gra… [+754 chars]",
75d627b5bf51b2b12bc39d91d1faea57,2025-09-30T06:08:49Z,'Frost',www.stern.de,de,0,Wetter: Kühle Tage und immer wieder Sonne in Bayern,"Den Freistaat erwartet Sonne, aber auch Frost, Regen und sogar Neuschnee im Hochgebirge. Wo es in Bayern am kältesten wird – und wann die Sonne durchkommt.",https://www.stern.de/gesellschaft/regional/bayern/wetter--kuehle-tage-und-immer-wieder-sonne-in-bayern-36092022.html,https://image.stern.de/36092024/t/dA/v1/w1440/r1.7778/-/30--zvhbugk4zjv6axs2048jpeg---8eef7f4b163a2823.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Den Freistaat erwartet Sonne, aber auch Frost, Regen und sogar Neuschnee im Hochgebirge. Wo es in Bayern am kältesten wird und wann die Sonne dur… [+1163 chars]",
