0,1,2,3,4,word,summary
166669.87128793707,10.381226330002114,-0.002338739693980456,0.011493625386266498,-0.02575304338161649,summaryOfAllWords,147573.68548154068
-3.4816025622070947,-0.4570419484206145,-0.09996500562543545,0.4375840791655369,-0.42014094584124034,Nass,4.7571920881194805
37.510980045811124,-21.946828453080258,0.24827845565201978,0.14804806370764506,-1.8472302061151147,kalt,51.00042060094375
-3.681375951244801,-0.3605037039574206,-0.20449182448095252,0.41595342120950063,-0.3861749763221164,nass kalt,4.5368102887567145
22.722893896166553,-14.547893867836255,1.2215788753941665,0.15718337941840996,-1.6655077695891207,startet,34.46829343138244
-5.186401320459898,0.44560289592295965,-0.609333240706627,0.1507851512281531,0.009150815732691192,kalt start+et,2.8402285153492492
121.40919719000763,-66.00287045367301,-0.514466249602253,-0.27900709536311225,-0.9996522960383638,Deutschland,145.7625516506713
-5.145207125410208,0.4079974978298797,-0.6241913092199887,0.13920423583710012,-0.007875414879710052,start+et deutschland,2.8938830684610934
6.228907036232508,-5.6194288205023435,-0.4149136038403215,0.14336634715191726,-1.4199956597432617,Herbst,15.733792267174431
-4.987033447605597,0.26031642136341193,-0.6728124832789966,0.08713494592047807,-0.06957242026717919,deutschland herbst,3.1014376120408094
-3.1340226810639606,-1.0938821328106452,-1.1072157709725399,-0.09875450764033136,-0.5889850574124326,Plötzlicher,5.36301651280743
-4.8767285743522955,0.15489497279531128,-0.6998210375670711,0.047608691684265333,-0.1095374215244073,herbst plötzlich+er,3.2473242116633236
54.64069389759103,-33.35533399760379,-0.6759578041869703,-0.9081494315264315,-1.61696169489024,Temperatursturz,71.47180575055387
-2.8072109406598855,-1.609896413546058,-0.9977322980016206,-0.026838338394512877,-0.6273145849096065,plötzlich+er temperatur+sturz,5.890213631382005
99.85505727000258,-54.59627015516367,-0.2091220003195741,-0.3185634793627526,2.041244420853623,Nach,121.44033553344411
-4.2236081088062285,-0.3834238153829437,-0.8915162776792784,0.32874640414293776,-0.3336666893211759,Sonnen-Wochenende,4.072664325428009
-4.2236081088062285,-0.3834238153829437,-0.8915162776792784,0.32874640414293776,-0.3336666893211759,nach sonnen-wochenend+e,4.072664325428009
6.933796991202906,-5.961237838104869,-0.07667566013389922,-0.5223544976774492,-1.43888486504076,zieht,16.5137784940956
-4.293714833359841,-0.3208282319363096,-0.8848165875889609,0.47032655081718877,-0.3211317681049298,sonnen-wochenend+e zieh+t,3.9820095710946046
-4.274167749871808,-0.34097433613786987,-0.8881787883417553,0.5524780598151083,-0.3310225379401777,zieh+t herbst,4.008644786009034
101.62588046565497,-56.17877518052357,1.0982562612608098,0.17440683934122753,-1.1210214633082798,Regen,123.67230374105455
-4.196729326896508,-0.41582579374210416,-0.8983517190971039,0.6589736868282131,-0.35834029429090275,herbst regen,4.111670019761769
16.844051573008898,-11.169208749691562,0.6124650583418754,0.46964605828805117,-1.6785052896534987,Wind,27.698646259203613
-1.0251612613393482,-1.9614580015306295,0.26368185351761386,1.1406620983080689,-0.8132503591059166,regen wind,7.621586157926059
-0.40999848922774706,-2.830060566125095,-0.4326395690869441,1.5717587201208278,-0.967471936903364,frischer,8.571665042188044
-3.734180271965372,-0.8220584403899325,-0.9626332474888242,0.8569310177281304,-0.486262769478636,wind frisch+er,4.707989337382059
175.18865387919587,-95.35149716327938,-1.8455779138756991,1.7227136061022368,-0.2286222446658078,Kälte,207.03405568524946
-2.7165632266241584,-1.686843437252987,-1.0377515361246212,1.1776929701280487,-0.705658347076235,frisch+er kälte,6.007120515670679
10.548738768322186,-7.972057522723927,-0.6429370489560509,0.5422722619740388,-1.637981139903048,Mehr,20.649047623219136
4.91864007806946,-4.874027224360422,-0.5466845936413735,-0.11509724583486819,-1.3754509976144087,Video,14.229252271820508
0.9128185573898193,-2.908939981217144,-0.5811082441964015,-0.6488151122600222,-1.0654317457915563,mehr video,9.775510047828863
1.0898097036916106,-3.034495620440527,-0.5858208940442868,-0.7360942205651277,-1.0803792165131336,anzeigen,9.990144275083129
1.0037322670406486,-2.9841000077321747,-0.580840665960743,-0.7207304619797648,-1.0716901826395948,video anzeige+n,9.89067696408902
-4.704049968458184,0.024288486089296457,-0.7733914729609028,0.23410174804967998,-0.18013104663740015,anzeige+n plötzlich+er,3.4602116604692363
193.1509112181463,-103.50542856528816,-1.676056448869802,0.4802500483867506,2.932009486789789,Die,226.78425332268907
126.98062603472249,-68.79059201428886,-0.6194640858558625,0.48642161860845384,1.3855849813620449,Temperaturen,152.03936766517307
1.4244772428799397,-3.0020921499061863,0.07571526953766565,0.6720509914341942,-1.0925622397970642,der temperatur+en,10.269029477658854
18.129072215022894,-11.75612980544611,-0.31269378147791016,-0.041761102669012305,-1.76982720649715,fallen,29.112214366646278
-4.401451529922949,-0.0974878808410593,-0.6266676026735188,0.6301762618866795,-0.2680299543503007,temperatur+en fall+en,3.782671224621914
69.68250638003762,-38.670340134333344,-0.39859275232815994,0.0771383816510889,1.3075167896283757,Grad,87.31743484974737
-5.196394826737021,0.44912882662118014,-0.6104209424363909,0.44871881620428467,-0.0023737963022759656,fall+en grad,2.8300776118947186
4.313200490946228,-4.4473754413360815,0.010588784539565611,-0.2851968821340655,-1.289886359132284,Zeit,13.493048073113027
-5.217094917176601,0.4682504378997918,-0.6021799072304256,0.4336353836524194,0.007471574734440073,grad zeit,2.8029939298724655
0.9853843199605166,-3.134671518643822,-1.1083427249817353,0.2567672676049577,-1.1516638309039664,warme,9.947674004972752
-5.249234537805274,0.4977124151743424,-0.588883983431311,0.41050536996828574,0.022934390368919033,zeit warm+e,2.7610494311304694
-5.279152816247098,0.5248853446730959,-0.5759516583807194,0.3893610175180582,0.03752158518983123,+62,2.7221226657341844
-5.279152816247098,0.5248853446730959,-0.5759516583807194,0.3893610175180582,0.03752158518983123,warm+e +62,2.7221226657341844
318.11291620682806,-169.01196640468552,-1.92367628695542,0.5513691189911322,5.9363565050175895,chars,367.905529343713
-5.289794416721814,0.5344909607651638,-0.571221177608887,0.38194390700048525,0.04275505878030189,+62 chars,2.708304804451457
277.8971550430783,-148.96672723194362,0.3422030468809142,0.01944563430425177,1.965440951969533,Wetter,322.8956312479435
